property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price
Flat / apartment,La Nova Esquerra de l'Eixample,5,275000.0,65,1,1,1,1900.0,0,1,1,0,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.524526376648708
Flat / apartment,La Nova Esquerra de l'Eixample,5,239000.0,51,2,1,1,1952.5338345864661,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.384218830913648
Flat / apartment,Eixample,5,650000.0,120,3,2,0,1943.2987804878048,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.38472764187182
Flat / apartment,La Nova Esquerra de l'Eixample,5,280000.0,80,3,1,2,1952.5338345864661,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.542544882151386
Flat / apartment,La Sagrera,5,319000.0,80,3,1,3,1958.7619047619048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.236339522546419,2.0306348219860992,12.672946381766982
Flat / apartment,La Sagrera,5,390000.0,99,4,2,0,1958.7619047619048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.236339522546419,2.0306348219860992,12.873902018105829
Flat / apartment,La Sagrera,5,349000.0,77,2,1,1,2024.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.236339522546419,2.0306348219860992,12.762827201184564
Flat / apartment,Sant Andreu,5,196000.0,49,3,1,4,1965.5420560747664,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.185869938212655
Flat / apartment,El Clot,5,265000.0,77,2,2,0,1926.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992,12.487485104968359
Flat / apartment,El Clot,5,128557.0,32,1,1,0,1981.2553191489362,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992,11.764127664731527
Flat / apartment,El Clot,5,330000.0,109,4,2,1,1982.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.600285320043941,2.0306348219860992,12.706847933442663
Flat / apartment,El Clot,5,199650.0,32,1,1,4,1975.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992,12.204321112491368
Flat / apartment,L'Antiga Esquerra de l'Eixample,5,650000.0,73,2,1,4,1920.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.38472764187182
Penthouse,Eixample,5,745000.0,101,2,2,5,1910.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,3.0305791993286255,13.521139497361697
Flat / apartment,L'Antiga Esquerra de l'Eixample,5,627000.0,104,4,3,2,1965.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.348701819615057
Flat / apartment,L'Antiga Esquerra de l'Eixample,5,665000.0,107,4,2,4,1964.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.407542319637992
Flat / apartment,L'Antiga Esquerra de l'Eixample,5,825000.0,121,3,2,3,1941.6016949152543,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.623138665316818
Flat / apartment,L'Antiga Esquerra de l'Eixample,5,570000.0,111,4,2,0,1941.6016949152543,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.253391639810733
Flat / apartment,Eixample,5,1295000.0,135,4,2,2,1890.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,14.074021253115776
Flat / apartment,Eixample,5,320000.0,73,2,1,2,1943.2987804878048,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,12.676076274775909
Flat / apartment,Sant Andreu,5,230000.0,66,2,1,1,1973.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.345834587905333
House,Sant Andreu,5,740000.0,184,4,3,0,1930.0,0,0,1,1,1,0,1,0,0,0,1,3.086356414343004,3.467960665868322,3.575666232791755,13.514405465180353
Flat / apartment,Sant Andreu,5,252000.0,60,3,1,1,1962.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.437184366493561
Flat / apartment,Sant Antoni,5,300500.0,84,4,1,2,1900.0,0,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.0096552807905,2.0306348219860992,12.613203032957399
Flat / apartment,Sant Antoni,5,850000.0,374,2,4,1,1972.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.0096552807905,2.0306348219860992,13.652991628466498
Flat / apartment,Sant Antoni,5,450000.0,101,5,2,4,1970.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992,13.017002861746503
Flat / apartment,Sant Antoni,5,250000.0,40,1,1,4,1940.59375,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992,12.429216196844383
Flat / apartment,Sant Antoni,5,420000.0,110,4,2,2,1940.59375,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992,12.948009990259552
Flat / apartment,El Putxet i el Farró,5,149000.0,40,1,1,0,1953.0,1,0,0,0,1,0,0,0,0,1,0,3.086356414343004,7.038456549395907,2.0306348219860992,11.911701584927597
Flat / apartment,El Putxet i el Farró,5,1195000.0,170,4,4,1,1964.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,7.038456549395907,2.0306348219860992,13.993656743347747
Flat / apartment,Porta,5,269000.0,70,2,1,5,2003.0,1,1,1,1,1,0,1,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,12.502466658583977
Flat / apartment,Porta,5,79000.0,47,2,1,1,1970.2222222222222,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,11.27720313144916
Flat / apartment,Porta,5,385000.0,76,3,1,3,1970.2222222222222,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,12.86099861326992
Flat / apartment,Sant Martí,5,2600000.0,132,4,2,21,2008.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.371079205477762,2.0306348219860992,14.77102200299171
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,5,279900.0,82,3,1,7,1970.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.797194759263725,2.0306348219860992,12.542187675503545
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,5,450000.0,75,2,1,6,2007.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263725,2.0306348219860992,13.017002861746503
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,5,1690000.0,180,3,2,10,2008.0,0,1,1,1,1,0,1,0,0,0,1,3.086356414343004,10.797194759263725,2.0306348219860992,14.340239086899256
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,5,390000.0,80,2,1,1,2001.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263725,2.0306348219860992,12.873902018105829
Flat / apartment,Sant Martí,5,1800000.0,190,3,2,24,1973.7735849056603,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,4.371079205477762,2.0306348219860992,14.403297222866392
Penthouse,Sants-Montjuïc,5,350000.0,80,2,1,0,1877.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.1317820110923558,3.0305791993286255,12.765688433465597
Flat / apartment,El Poble Sec - Parc de Montjuïc,5,187000.0,60,3,1,3,1936.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.341684391708173,2.0306348219860992,12.138863895836725
Flat / apartment,El Poble Sec - Parc de Montjuïc,5,240000.0,60,3,1,1,1890.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.341684391708173,2.0306348219860992,12.388394202324129
Flat / apartment,El Poble Sec - Parc de Montjuïc,5,263000.0,102,4,1,10,1978.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.341684391708173,2.0306348219860992,12.479909311159902
Duplex,Vila de Gràcia,5,697000.0,147,3,3,0,1947.110294117647,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.866960588752642,13.454540689742661
Flat / apartment,Vila de Gràcia,5,379000.0,59,2,1,2,1928.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.845291484064564
Flat / apartment,Vila de Gràcia,5,420000.0,80,3,2,5,1965.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.948009990259552
Flat / apartment,Vila de Gràcia,5,320000.0,74,3,1,1,1976.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.676076274775909
Flat / apartment,Vila de Gràcia,5,685000.0,148,3,2,3,1947.110294117647,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.437174117244362
Flat / apartment,Vila de Gràcia,5,945000.0,197,3,2,4,1959.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.758940206475879
Flat / apartment,Vila de Gràcia,5,525000.0,68,2,1,2,1970.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.17115354157376
Flat / apartment,Vila de Gràcia,5,570000.0,107,3,2,3,1880.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.253391639810733
Flat / apartment,Vila de Gràcia,5,515000.0,88,4,1,0,1898.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.151922179645874
Flat / apartment,Vila de Gràcia,5,420000.0,92,3,2,5,1947.110294117647,0,0,0,0,1,1,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.948009990259552
Flat / apartment,Vila de Gràcia,5,529000.0,110,4,2,3,1980.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.178743710840436
Flat / apartment,Vila de Gràcia,5,995000.0,178,6,3,2,1947.110294117647,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.81049801614073
Penthouse,Gràcia,5,600000.0,72,4,2,6,1957.2093023255813,1,1,1,0,1,1,0,0,0,0,1,3.086356414343004,6.362475886182783,3.0305791993286255,13.304684934198283
Flat / apartment,La Marina del Prat Vermell,5,224759.0,78,2,2,2,2010.0,0,1,1,0,0,0,1,0,0,0,1,3.086356414343004,3.14334844465879,2.0306348219860992,12.32278399602599
Terraced house,Sarrià-Sant Gervasi,5,1050000.0,240,5,3,5,2006.0,0,0,1,1,1,0,1,0,0,1,1,3.086356414343004,12.890812273932964,3.551799764176225,13.864300722133706
Flat / apartment,Sarrià,5,900000.0,120,3,2,0,2001.0,1,1,1,0,1,0,1,0,0,0,1,3.086356414343004,11.792959780691179,2.0306348219860992,13.710150042306449
Flat / apartment,Sarrià,5,1650000.0,215,6,3,7,1973.409090909091,0,1,1,0,1,0,1,0,0,0,1,3.086356414343004,11.792959780691179,2.0306348219860992,14.316285845876763
Duplex,Sarrià,5,1790000.0,205,4,3,5,2000.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,11.792959780691179,2.866960588752642,14.397726177816939
Semi-detached house,Sarrià-Sant Gervasi,5,2750000.0,330,7,3,3,1973.1707317073171,0,0,1,1,1,1,0,1,1,0,1,3.086356414343004,12.890812273932964,3.4085514742519782,14.827111469642754
Flat / apartment,El Guinardó,5,379000.0,107,4,2,0,1959.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992,12.845291484064564
Flat / apartment,El Guinardó,5,125000.0,35,1,1,0,1965.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.896805106931062,2.0306348219860992,11.736069016284437
Flat / apartment,El Guinardó,5,200000.0,69,3,1,1,1968.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.896805106931062,2.0306348219860992,12.206072645530174
Flat / apartment,El Guinardó,5,280000.0,115,4,2,2,1951.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992,12.542544882151386
Flat / apartment,El Guinardó,5,475000.0,102,3,3,2,2023.0,1,1,0,0,1,0,0,0,0,1,0,3.086356414343004,3.896805106931062,2.0306348219860992,13.071070083016778
Flat / apartment,Horta Guinardó,5,210000.0,75,3,1,0,1975.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.33959801513142,2.0306348219860992,12.254862809699606
Flat / apartment,El Guinardó,5,200000.0,69,3,1,1,1968.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.896805106931062,2.0306348219860992,12.206072645530174
Flat / apartment,El Guinardó,5,198000.0,65,3,1,2,1983.0841121495328,0,0,1,0,1,1,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992,12.196022309676673
Flat / apartment,Canyelles,5,225000.0,104,4,2,7,1974.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,2.195563057632023,2.0306348219860992,12.323855681186558
Flat / apartment,Sant Martí,5,385000.0,213,4,2,0,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.86099861326992
Flat / apartment,Sant Martí de Provençals,5,335000.0,106,4,1,4,1968.1363636363637,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,3.219918013021461,2.0306348219860992,12.721885810807203
Flat / apartment,Sant Martí de Provençals,5,249000.0,71,3,1,6,1967.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.219918013021461,2.0306348219860992,12.425208175446844
Flat / apartment,Sant Martí,5,198000.0,74,3,1,1,1973.7735849056603,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.196022309676673
Flat / apartment,Sant Martí de Provençals,5,212000.0,68,2,1,1,1971.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.219918013021461,2.0306348219860992,12.26434155365415
Flat / apartment,Sant Martí,5,219000.0,68,3,1,2,1958.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.296827008798639
Flat / apartment,Sants-Montjuïc,5,555000.0,120,3,2,0,1962.0681818181818,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.1317820110923558,2.0306348219860992,13.226723392728571
Flat / apartment,La Marina del Port,5,410000.0,107,4,2,8,1986.0,1,1,0,1,1,0,1,0,0,0,1,3.086356414343004,2.8429967163130785,2.0306348219860992,12.92391243868049
Flat / apartment,La Marina del Port,5,520000.0,134,3,2,0,2011.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,2.8429967163130785,2.0306348219860992,13.16158409055761
Flat / apartment,La Marina del Port,5,240000.0,78,3,1,3,1977.3434343434344,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.8429967163130785,2.0306348219860992,12.388394202324129
Flat / apartment,Sants-Montjuïc,5,359000.0,106,3,2,6,1962.0681818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.1317820110923558,2.0306348219860992,12.791077667470416
Flat / apartment,La Marina del Port,5,197000.0,74,3,1,6,1977.3434343434344,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,2.8429967163130785,2.0306348219860992,12.190959007720126
Flat / apartment,La Marina del Port,5,225000.0,81,3,1,5,1977.3434343434344,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,2.8429967163130785,2.0306348219860992,12.323855681186558
Penthouse,Les Roquetes,5,110000.0,37,2,1,4,1960.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,1.3394292303307977,3.0305791993286255,11.608235644774552
Flat / apartment,Les Roquetes,5,153000.0,70,3,1,0,1967.8048780487804,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,1.3394292303307977,2.0306348219860992,11.938193200374572
Flat / apartment,Nou Barris,5,174000.0,96,4,2,1,1971.581818181818,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.066810578196666
Flat / apartment,Nou Barris,5,175000.0,66,3,1,2,1964.0,1,0,1,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.072541252905651
Flat / apartment,Nou Barris,5,147000.0,65,3,1,3,1971.581818181818,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.898187865760873
Flat / apartment,Les Roquetes,5,58650.0,66,2,1,0,1967.8048780487804,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.3394292303307977,2.0306348219860992,10.979342854081622
Flat / apartment,Riu,2,195000.0,73,3,1,2,1970.0,1,1,0,0,1,0,0,0,0,1,0,1.0,2.1030772940587266,2.0306348219860992,12.180754837545884
Detached house,Singuerlín,2,210000.0,84,3,1,2,1955.0,0,0,1,0,1,1,0,1,1,0,1,1.0,2.1279628647214857,4.819513954361332,12.254862809699606
Flat / apartment,Santa Rosa - Can Mariner,2,175000.0,95,4,1,1,1970.225,1,0,1,0,1,0,0,0,0,0,0,1.0,1.3753653318664094,2.0306348219860992,12.072541252905651
Duplex,Riu,2,317000.0,87,3,3,1,2005.0,1,1,0,1,1,0,1,0,0,1,1,1.0,2.1030772940587266,2.866960588752642,12.666657052859417
Penthouse,Santa Rosa - Can Mariner,2,169000.0,61,3,1,3,1969.0,1,0,1,0,1,0,0,0,0,1,1,1.0,1.3753653318664094,3.0305791993286255,12.037653993905211
Flat / apartment,Riera Alta - Llatí,2,90000.0,70,3,1,1,1977.0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.448547427494136,2.0306348219860992,11.407564949312402
Flat / apartment,Santa Rosa - Can Mariner,2,108000.0,55,3,1,0,1970.225,1,0,1,0,1,0,0,0,0,0,1,1.0,1.3753653318664094,2.0306348219860992,11.589886506106357
Penthouse,Santa Coloma de Gramenet,2,199500.0,100,3,1,4,1972.0,1,0,1,0,1,0,0,0,0,0,1,1.0,1.642414323340976,3.0305791993286255,12.203569515312056
Flat / apartment,Riera Alta - Llatí,2,139000.0,69,3,1,0,1976.0,1,0,0,1,1,0,0,0,0,0,1,1.0,2.448547427494136,2.0306348219860992,11.842229212112828
Flat / apartment,Santa Coloma de Gramenet,2,140000.0,73,3,1,1,1974.9066666666668,1,0,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.84939770159144
Flat / apartment,Singuerlín,2,226000.0,75,3,2,1,2000.0,1,1,0,1,1,0,0,0,0,1,1,1.0,2.1279628647214857,2.0306348219860992,12.328290278254423
Flat / apartment,Riera Alta - Llatí,2,139000.0,69,3,1,2,1976.0,0,0,0,0,1,0,0,0,0,0,1,1.0,2.448547427494136,2.0306348219860992,11.842229212112828
Flat / apartment,Santa Coloma de Gramenet,2,96000.0,72,3,1,2,1974.9066666666668,0,0,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.472103470449973
Flat / apartment,Riera Alta - Llatí,2,249900.0,100,2,1,0,1977.7619047619048,1,0,1,0,1,0,0,0,0,1,1,1.0,2.448547427494136,2.0306348219860992,12.428816116823043
Flat / apartment,El Raval,2,98500.0,55,3,1,1,1973.0,1,0,0,1,1,1,0,0,0,0,1,1.0,3.0609000108096422,2.0306348219860992,11.49781182716018
Flat / apartment,Santa Coloma de Gramenet,2,177000.0,74,3,1,2,1975.0,1,0,0,1,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,12.083905011555967
Flat / apartment,Centre,2,235000.0,86,4,1,2,1970.0,1,1,0,1,1,0,0,0,0,1,0,1.0,3.140219810596927,2.0306348219860992,12.367340793126296
Flat / apartment,Fondo,2,92000.0,72,2,1,2,1970.8064516129032,1,0,0,0,1,1,0,0,0,0,1,1.0,1.4041945985049433,2.0306348219860992,11.429543856031177
Flat / apartment,El Raval,2,63200.0,71,2,1,0,1973.0,0,0,0,0,1,0,0,0,0,0,1,1.0,3.0609000108096422,2.0306348219860992,11.054059580134949
Flat / apartment,Fondo,2,95500.0,51,3,1,0,1974.0,0,0,0,0,1,0,0,0,0,0,1,1.0,1.4041945985049433,2.0306348219860992,11.466881526468821
Flat / apartment,Santa Coloma de Gramenet,2,227500.0,66,3,1,2,1969.0,1,1,0,1,1,0,0,0,0,1,1,1.0,1.642414323340976,2.0306348219860992,12.334905517373143
Flat / apartment,Santa Coloma de Gramenet,2,110000.0,78,2,1,2,1974.9066666666668,0,0,1,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.608235644774552
Flat / apartment,Centre,2,280000.0,128,4,2,1,1974.1209677419354,1,0,1,1,1,1,0,0,0,0,0,1.0,3.140219810596927,2.0306348219860992,12.542544882151386
Flat / apartment,El Raval,2,140000.0,72,3,1,1,1911.8142857142857,1,0,1,0,1,0,0,0,0,0,1,1.0,3.0609000108096422,2.0306348219860992,11.84939770159144
Flat / apartment,Santa Coloma de Gramenet,2,126000.0,76,2,1,2,1969.0,1,0,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.744037185933616
Flat / apartment,Santa Coloma de Gramenet,2,108000.0,65,3,1,1,1974.9066666666668,0,1,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.589886506106357
Flat / apartment,Santa Coloma de Gramenet,2,127500.0,51,2,1,0,1971.0,1,1,0,0,1,0,0,0,0,0,0,1.0,1.642414323340976,2.0306348219860992,11.755871643580617
Flat / apartment,La Font de la Guatlla,5,268000.0,65,2,1,3,1961.88,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.919654615941088,2.0306348219860992,12.498742259492994
Flat / apartment,La Font de la Guatlla,5,270000.0,80,3,1,4,1954.0,1,1,0,0,1,0,0,0,0,1,0,3.086356414343004,3.919654615941088,2.0306348219860992,12.506177237980511
Flat / apartment,La Font de la Guatlla,5,598750.0,120,5,2,5,1975.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.919654615941088,2.0306348219860992,13.302599427707262
Flat / apartment,La Font de la Guatlla,5,275000.0,80,3,2,4,1961.88,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.919654615941088,2.0306348219860992,12.524526376648708
Duplex,Vallvidrera - El Tibidabo i les Planes,5,560000.0,130,3,2,1,1970.0,1,1,1,0,1,0,1,0,0,0,1,3.086356414343004,11.346208650283886,2.866960588752642,13.235692062711331
Flat / apartment,Sarrià-Sant Gervasi,5,1975000.0,413,6,5,3,1915.0,1,0,1,1,1,0,1,0,0,0,1,3.086356414343004,12.890812273932964,2.0306348219860992,14.496078956317358
Flat / apartment,Vallvidrera - El Tibidabo i les Planes,5,480000.0,160,3,2,0,1992.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,11.346208650283886,2.0306348219860992,13.081541382884074
House,Sarrià-Sant Gervasi,5,2500000.0,176,5,3,3,1950.0,0,0,1,1,1,0,0,1,1,0,1,3.086356414343004,12.890812273932964,3.575666232791755,14.73180128983843
Flat / apartment,Sant Gervasi - La Bonanova,5,930000.0,161,4,3,4,1976.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.785396891509745,2.0306348219860992,13.742939865129438
Flat / apartment,Sant Gervasi - La Bonanova,5,2100000.0,375,6,5,4,1950.0,1,1,1,1,1,1,0,0,0,1,1,3.086356414343004,10.785396891509745,2.0306348219860992,14.557447902693651
Flat / apartment,Sant Gervasi - La Bonanova,5,890000.0,125,3,2,6,1973.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.785396891509745,2.0306348219860992,13.698976741708323
Penthouse,Sarrià-Sant Gervasi,5,750000.0,103,2,2,7,1975.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,12.890812273932964,3.0305791993286255,13.527828485512494
Flat / apartment,Sant Gervasi - La Bonanova,5,1400000.0,203,4,4,6,1999.0,1,1,0,1,1,0,1,0,0,0,1,3.086356414343004,10.785396891509745,2.0306348219860992,14.151982794585487
Flat / apartment,Sarrià-Sant Gervasi,5,2450000.0,182,4,4,1,2007.0,1,0,0,0,1,0,1,0,0,0,0,3.086356414343004,12.890812273932964,2.0306348219860992,14.71159858252091
Duplex,Sarrià-Sant Gervasi,5,1750000.0,183,3,3,0,2022.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,12.890812273932964,2.866960588752642,14.375126345899696
Flat / apartment,Sant Gervasi - La Bonanova,5,850000.0,137,4,2,1,1977.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.785396891509745,2.0306348219860992,13.652991628466498
